crossover_count,replicated_ge3_crossover_count,mean_spearman_distance_vs_kendall_tau
563.0,10.0,-0.08443210037978026
540.0,9.0,0.14253655384172131
605.0,20.0,-0.04773146021301344
590.0,17.0,0.04087551585318423
539.0,12.0,-0.05430199275875878
550.0,12.0,0.07842848115506634
531.0,9.0,0.01914492644532481
562.0,12.0,0.026406152648212826
530.0,13.0,-0.2917296746398066
567.0,12.0,0.03455561599478368
536.0,13.0,0.030820844694245415
554.0,17.0,0.1447979952490622
512.0,14.0,0.10911364774332306
515.0,10.0,0.18446620845373268
524.0,9.0,0.1277496021218469
570.0,16.0,-0.022882636374775556
568.0,9.0,-0.05156101804389805
533.0,11.0,0.13407568232486425
508.0,7.0,0.05231950055236212
578.0,11.0,-0.12035013217162882
551.0,11.0,-0.2642034786025895
551.0,20.0,0.10435931256800501
514.0,13.0,-0.11397395377728031
568.0,16.0,0.05500555955313968
597.0,24.0,-0.1245246724956957
479.0,6.0,-0.006229716198844881
521.0,9.0,0.006101898200381685
499.0,6.0,0.2006890375365749
565.0,8.0,0.05278646571941886
605.0,14.0,0.11777922950112826
511.0,6.0,-0.17304355786760492
546.0,11.0,0.15654615499049243
508.0,9.0,-0.15576426508753685
546.0,12.0,0.13504483154689725
554.0,10.0,0.005469877011373227
538.0,6.0,-0.09682290639849836
543.0,8.0,0.022001166682011186
541.0,10.0,0.05657115337053655
514.0,4.0,-0.03144287481775113
584.0,12.0,-0.07169934699077311
570.0,15.0,0.01507588083316598
528.0,12.0,-0.1633105668577689
520.0,3.0,0.03453747008994448
517.0,22.0,0.01789697700718435
548.0,9.0,0.024143397673012153
569.0,17.0,0.06375106414714886
554.0,12.0,-0.1438852456799661
531.0,8.0,-0.23691984072369396
553.0,20.0,0.015574475495758883
489.0,7.0,-0.08964241083241427
574.0,14.0,-0.024877255366044473
615.0,21.0,0.07599564794916663
535.0,8.0,0.06118498757621546
537.0,9.0,0.1337259356032859
522.0,5.0,0.11043592232901076
469.0,9.0,0.18875194165672987
528.0,20.0,0.07562440425390103
561.0,6.0,-0.08653192618318557
524.0,12.0,-0.04442751410826795
556.0,5.0,-0.028875013725547995
548.0,9.0,-0.05188853682717679
553.0,17.0,-0.22072320051609645
565.0,15.0,-0.06046310913049555
547.0,8.0,-0.07192556659190996
518.0,9.0,-0.160045634542889
554.0,20.0,0.057910849334949215
552.0,17.0,-0.27743091075808446
510.0,10.0,-0.01637143143192835
522.0,13.0,0.018490402037525215
548.0,16.0,-0.10848258456575392
608.0,17.0,0.08941137359906501
545.0,11.0,0.05648449386619371
557.0,25.0,-0.05092145822162739
537.0,10.0,0.09375701098245767
506.0,11.0,0.1549242506243645
571.0,20.0,-0.06897683539564803
541.0,15.0,0.0769305573969637
551.0,5.0,0.038170095672098225
592.0,18.0,0.005403082983502339
524.0,13.0,-0.0607057181623943
568.0,17.0,-0.01502758932595831
533.0,17.0,0.08611587217794921
517.0,14.0,-0.043060082358439944
547.0,15.0,-0.0019203954070275975
534.0,8.0,0.20556440376302182
509.0,7.0,-0.12808412007474793
507.0,8.0,0.019790898150663316
545.0,16.0,-0.1476265383703921
525.0,14.0,-0.16169201536815136
488.0,8.0,-0.13246335629826603
493.0,8.0,0.10459256561548963
580.0,17.0,0.10300247414837665
499.0,8.0,-0.026634411208858205
585.0,18.0,-0.1537087147732648
578.0,14.0,0.03962000740405746
548.0,14.0,0.09410752738190165
538.0,12.0,0.03336114131390712
567.0,18.0,-0.0014768731052143963
558.0,10.0,-0.10291898759358625
576.0,17.0,-0.1428834302276234
527.0,5.0,0.05441017154195491
580.0,13.0,-0.02057462760984264
547.0,11.0,0.20000468951567724
545.0,15.0,0.01798385558947331
591.0,12.0,0.07539401063164713
570.0,12.0,0.07539280852218608
577.0,15.0,0.05805134698755038
545.0,4.0,0.03680425565338019
574.0,16.0,0.0367749278498205
519.0,9.0,-0.15092702795587137
548.0,8.0,0.18405008968033182
579.0,16.0,-0.09817744505092063
534.0,17.0,0.0996367421958666
527.0,17.0,-0.04343278174581065
566.0,14.0,0.016013372955578958
496.0,9.0,-0.015472509854871336
523.0,14.0,0.1822228951780982
489.0,7.0,-0.13429644603222057
556.0,15.0,-0.053285892625311644
559.0,9.0,0.1332478623590414
526.0,11.0,-0.06043647673167298
563.0,10.0,0.1917481487854528
582.0,9.0,0.055025849514964774
527.0,12.0,0.16976677276842966
517.0,6.0,0.09352158138737524
551.0,9.0,-0.327088127164339
599.0,16.0,0.022521900946891056
562.0,2.0,-0.03920291013772556
603.0,15.0,0.10740748171188808
550.0,15.0,-0.16046390945063488
570.0,15.0,-0.3349199105857924
557.0,17.0,0.045958280470502225
544.0,8.0,-0.28291250615244795
576.0,14.0,-0.06312449989766111
541.0,27.0,0.14847563341318443
523.0,8.0,-0.1777856029590293
559.0,13.0,0.08989473440665542
565.0,11.0,-0.04051035629955756
540.0,6.0,0.12743963487549834
554.0,7.0,-0.031037377182156607
565.0,25.0,0.08693660969186279
489.0,13.0,0.09101288600074534
529.0,14.0,0.002365260287701447
580.0,14.0,-0.28172903437436675
549.0,18.0,-0.040532224389662225
494.0,6.0,-0.004785574670035965
554.0,4.0,0.04521510958581836
521.0,10.0,-0.0429172511228233
509.0,11.0,0.12976098702251837
565.0,11.0,0.09181586220916396
613.0,21.0,-0.1150055748790999
595.0,22.0,-0.18276299724730788
542.0,10.0,-0.014548259746850006
566.0,20.0,0.06810080465206891
531.0,15.0,-0.024533785474138217
484.0,10.0,0.08555628233919971
583.0,10.0,0.2434040040966275
545.0,11.0,-0.004264628819837003
582.0,18.0,0.0723344924569154
552.0,20.0,0.07546311612141166
558.0,12.0,0.03448617636808219
534.0,6.0,0.09731750101131778
578.0,18.0,-0.04001795229461837
511.0,5.0,0.037673988229659915
539.0,15.0,0.06259144789611248
499.0,6.0,0.05966011441712552
582.0,13.0,0.11891171337574281
572.0,9.0,-0.15917116932097625
486.0,17.0,-0.08986828758091638
570.0,17.0,-0.032642859497779717
584.0,8.0,0.22467000919692856
586.0,15.0,-0.043589748644987325
533.0,11.0,-0.16462561777047385
519.0,12.0,-0.03550910800894571
535.0,10.0,0.03878555240519773
541.0,13.0,0.0036474335692386153
526.0,12.0,-0.17320980895396462
542.0,14.0,-0.17573764039991524
608.0,17.0,-0.08755743446055858
514.0,13.0,-0.11864255481660316
537.0,11.0,0.12501735457259072
556.0,18.0,-0.08000862368261365
553.0,7.0,0.12027170929865458
539.0,12.0,-0.14866988622841212
536.0,13.0,0.0839758904232042
550.0,11.0,0.031046842429558467
539.0,21.0,0.026687026067323705
487.0,6.0,0.1298488647882982
530.0,8.0,-0.18963481172422222
560.0,11.0,0.05484259931977693
532.0,11.0,0.04650846702102385
570.0,17.0,-0.1341916770493048
578.0,18.0,-0.06894830880104834
522.0,10.0,0.09364367157278222
569.0,12.0,-0.2590288835904564
567.0,12.0,-0.005094407631921687
542.0,19.0,0.03896511551988004
555.0,13.0,0.07041076946118188
552.0,13.0,0.14471393060173005
522.0,8.0,0.014675390467603647
551.0,16.0,-0.03397081919851843
554.0,14.0,0.06323343740375084
546.0,20.0,0.1615481885264739
549.0,15.0,-0.11549525630937021
549.0,14.0,0.0829160231436086
491.0,12.0,0.04725809468965504
533.0,12.0,-0.25654535498491093
583.0,21.0,0.0011726139953810583
585.0,16.0,0.02203164239742553
452.0,7.0,-0.0255828030593713
535.0,7.0,0.09876178274524458
536.0,7.0,0.15130398268874035
566.0,16.0,-0.12176531756763262
533.0,13.0,-0.06625225560875138
538.0,14.0,-0.10590849430497777
574.0,21.0,0.16476388686267518
592.0,15.0,-0.14447071265617356
535.0,19.0,-0.07766833180167401
527.0,12.0,-0.007302068446970816
546.0,5.0,-0.10192047427223051
504.0,16.0,0.1592777151054282
511.0,15.0,-0.03491826941333865
519.0,5.0,0.039649225903881785
527.0,9.0,-0.07696626610650695
537.0,8.0,-0.07437887211077569
493.0,7.0,-0.15437209738320454
574.0,16.0,0.14291440481560602
575.0,25.0,-0.09278281497650301
573.0,17.0,-0.0422901352197095
535.0,8.0,-0.1081831606949884
523.0,7.0,-0.01421364637508861
552.0,13.0,-0.1400490677611671
562.0,12.0,0.19285858781477377
554.0,11.0,0.0050449242186921955
500.0,3.0,0.03087330783407292
542.0,12.0,-0.06466224150170082
538.0,14.0,0.1042090040579924
484.0,6.0,0.01922912342869193
548.0,11.0,0.0006281491237254133
519.0,16.0,-0.01889211734580505
591.0,16.0,-0.1520780089771842
580.0,10.0,-0.010443380443716989
563.0,16.0,0.033922630773574894
547.0,23.0,-0.060268344707945856
553.0,12.0,-0.32744302773126227
548.0,13.0,-0.060668060144706465
534.0,13.0,0.028195590960682144
573.0,20.0,0.23413545725196092
560.0,16.0,0.11296873637917196
521.0,7.0,-0.09767436364702647
522.0,11.0,-0.03413050733852217
511.0,6.0,-0.1422302502141683
574.0,17.0,0.17452117996280342
536.0,14.0,-0.07847368030424681
582.0,11.0,-0.010685657809679935
560.0,9.0,-0.018255198969461692
597.0,17.0,-0.04842654993002598
500.0,11.0,-0.0881179920825102
565.0,8.0,0.009620745376268766
521.0,14.0,-0.1358437662602213
543.0,2.0,0.14384970217457602
518.0,7.0,0.14476289138862125
524.0,6.0,-0.04836522301325463
542.0,13.0,0.17903082712581486
567.0,9.0,-0.025112598103625816
552.0,13.0,0.03892647759932603
593.0,14.0,0.04923688686794462
553.0,11.0,-0.03519347751789883
558.0,16.0,0.08126713262698501
576.0,14.0,0.08822743366957057
576.0,14.0,0.18638889610550885
526.0,14.0,0.07313817192682755
566.0,25.0,-0.1296369209436198
569.0,11.0,-0.1311212915580778
581.0,9.0,0.03697446561781361
542.0,11.0,0.052103641926482896
527.0,11.0,0.031719404628323844
574.0,14.0,-0.0033562715835252638
594.0,17.0,0.13433868961877596
570.0,9.0,0.08561062615946566
602.0,18.0,0.09063854395684978
509.0,10.0,-0.06909195169954377
570.0,10.0,-0.2406173750042583
581.0,11.0,0.10565932844727413
526.0,11.0,-0.07915429832813214
533.0,13.0,-0.29119367148961417
579.0,9.0,-0.11533775473706173
561.0,15.0,-0.028091970308659203
523.0,15.0,-0.004725652053767671
467.0,10.0,-0.15593416115537886
526.0,17.0,0.07803052982971237
571.0,16.0,0.06043354841377652
498.0,14.0,-0.029889635657574527
539.0,12.0,0.09351095936200259
569.0,13.0,0.021309643942778934
545.0,7.0,-0.022010903825186987
539.0,10.0,-0.10545331506939856
535.0,15.0,-0.08577137975232385
596.0,14.0,0.004014484990509291
517.0,6.0,0.15615764428998308
584.0,10.0,-0.24424185922734087
539.0,19.0,0.008857567489085727
561.0,11.0,0.02993082614504434
558.0,20.0,0.11797858258072844
537.0,8.0,-0.09215712316462618
525.0,11.0,-0.15575906379270116
538.0,7.0,0.01766307680177636
543.0,8.0,-0.0235100351580594
518.0,14.0,0.11336014355603477
506.0,13.0,0.06881445119578808
585.0,10.0,0.07840169602139863
596.0,15.0,0.22960535775209856
507.0,7.0,-0.016124466387999303
536.0,12.0,-0.10907600097259185
572.0,14.0,0.03942757873707334
597.0,7.0,-0.10447181056284482
544.0,16.0,-0.028822020135980723
526.0,9.0,0.012775876044550464
542.0,11.0,-0.015629210404461955
540.0,11.0,-0.07642838082199604
542.0,17.0,0.010093970985626703
534.0,11.0,0.06914316226240123
480.0,8.0,0.14209274716709355
623.0,18.0,0.06802345106259218
566.0,17.0,0.2713172783680818
518.0,6.0,-0.1472974365257599
559.0,7.0,0.01075909619937801
513.0,12.0,0.14721745593648367
541.0,10.0,-0.06743339846005966
572.0,14.0,-0.0731968468441182
566.0,19.0,0.07977188793975751
576.0,18.0,0.15635054397432513
471.0,8.0,-0.05000191614537961
537.0,12.0,-0.09434177332380675
511.0,9.0,0.022317548448741356
549.0,17.0,-0.034128142482817765
505.0,5.0,-0.033278018428627085
571.0,13.0,0.14690193686782677
585.0,18.0,0.14557718869912065
543.0,16.0,0.02467854504026936
542.0,16.0,-0.0039239312141986366
579.0,8.0,-0.09644098935850924
550.0,13.0,-0.031003802565648393
505.0,7.0,0.09813853276693321
556.0,14.0,-0.10914538822281844
516.0,13.0,-0.029720724080239215
603.0,14.0,-0.019569580869229032
597.0,9.0,-0.1415563525066019
567.0,13.0,-0.0618730046977001
585.0,16.0,0.01950961493408089
557.0,16.0,0.10907025259911622
549.0,10.0,0.1396780164853839
536.0,10.0,0.13957971346394016
529.0,10.0,-0.06894364845814382
556.0,11.0,-0.009338647579607996
539.0,15.0,-0.06481053105402806
477.0,5.0,0.052746942344969606
510.0,14.0,0.06642002369965955
506.0,12.0,-0.07166748081001649
553.0,11.0,0.11563137030951265
493.0,8.0,0.04089750248231246
584.0,20.0,-0.11728144788868813
557.0,14.0,-0.015423726211079632
486.0,5.0,-0.15588975096634727
528.0,10.0,-0.0925214090881169
603.0,20.0,-0.09412592855602374
539.0,15.0,0.14284494186097216
568.0,10.0,0.13305521983885507
557.0,14.0,-0.0818362457868044
509.0,6.0,0.06187432917568423
521.0,15.0,-0.042863524053427804
543.0,9.0,0.045342070665544645
527.0,8.0,0.19081250094983215
518.0,14.0,-0.06552161720637766
584.0,12.0,0.10071118204121879
563.0,13.0,0.07338619233605191
599.0,15.0,-0.12494153111230902
506.0,7.0,-0.042416775443385034
589.0,18.0,0.125345782609109
536.0,9.0,0.04507429207940532
438.0,11.0,0.14891514359243965
534.0,13.0,0.13340917920834688
507.0,14.0,0.05818256020275877
530.0,12.0,-0.257294766302715
544.0,8.0,-0.07121559326012425
570.0,9.0,-0.03476867757966662
520.0,8.0,0.08383212140506256
536.0,12.0,-0.03167500551144721
578.0,15.0,-0.04028314926097602
569.0,12.0,-0.05456299849249188
514.0,5.0,-0.37610518188922104
577.0,15.0,0.021957309939201034
532.0,12.0,0.03632479455930117
558.0,14.0,0.06445631584967369
591.0,23.0,0.11148229511279598
553.0,13.0,-0.05867562208254927
531.0,14.0,-0.05747649530217809
519.0,11.0,0.024788052253342845
550.0,12.0,-0.06256448943565118
494.0,6.0,0.03202258383678482
592.0,7.0,0.14851802096832575
543.0,8.0,0.047581449145367036
584.0,14.0,-0.022280370411009193
573.0,13.0,0.23898867925814055
585.0,10.0,-0.08146526291651979
531.0,15.0,0.11772521732619294
590.0,15.0,0.0021528221222498548
532.0,7.0,0.02663785505484119
545.0,10.0,-0.03901736605598072
547.0,11.0,-0.01932918949530689
541.0,11.0,0.09321496749259542
519.0,4.0,0.004495336718866136
539.0,6.0,0.02757881151587703
485.0,8.0,0.13719224937561564
507.0,13.0,0.05304136614099869
524.0,8.0,-0.04350639160988451
572.0,17.0,0.013455252917380926
558.0,22.0,0.042707813049188484
525.0,14.0,0.031075062865365162
560.0,13.0,-0.08819961060687427
548.0,8.0,0.003901251135870698
550.0,13.0,-0.0678181951318307
587.0,14.0,0.07147502681140241
575.0,8.0,-0.014473649203267054
540.0,14.0,-0.009091557118993978
590.0,9.0,-0.08915967964293783
463.0,0.0,0.123642358725282
592.0,10.0,0.035631700439620904
576.0,16.0,0.083672460612702
525.0,12.0,-0.026039033937205955
541.0,12.0,0.11456783211660537
565.0,16.0,-0.1827824517657195
537.0,15.0,-0.010845889331913473
563.0,9.0,0.0006606328684835364
566.0,11.0,0.2039006297334793
572.0,13.0,0.028402983426445608
523.0,7.0,-0.027240036532043474
548.0,8.0,0.1200238798869001
521.0,9.0,-0.1389449314280809
545.0,6.0,-0.07925669049770907
571.0,13.0,-0.01548427760650909
495.0,3.0,-0.08229575716154368
548.0,14.0,0.09603957989516569
567.0,12.0,0.058140224415419176
543.0,10.0,0.1401252875350591
520.0,9.0,-0.011498126643858145
566.0,17.0,-0.13949899939953062
607.0,12.0,0.07924847024030049
509.0,10.0,-0.12428100966617102
577.0,10.0,0.10817560290256828
498.0,11.0,0.17922362963539312
530.0,9.0,0.13018960922069597
503.0,5.0,-0.0839347118195445
524.0,11.0,0.03333646439000643
542.0,16.0,0.15700782145880784
482.0,8.0,0.08054415257292295
525.0,5.0,-0.1734577229437962
582.0,15.0,-0.04825334574125922
520.0,11.0,-0.006144478102367894
582.0,20.0,-0.03816062474584892
560.0,13.0,0.04830962862692273
579.0,18.0,-0.22516621942656403
562.0,12.0,-0.1281384984039237
533.0,10.0,-0.04824783555119199
556.0,23.0,0.012187765889396823
524.0,15.0,-0.051455500579128455
583.0,14.0,0.05459162405597076
538.0,14.0,-0.0618289647482285
542.0,12.0,0.2105921754989019
530.0,14.0,-0.020893209834146602
591.0,11.0,0.12611460076139497
509.0,16.0,-0.06796999316766694
572.0,6.0,0.07135311089813814
516.0,14.0,-0.17242537330116986
541.0,21.0,-0.15861152690679864
563.0,18.0,0.11162199144994991
526.0,14.0,-0.09877623710268812
531.0,11.0,-0.026340967290687536
586.0,7.0,-0.05113941293414492
514.0,18.0,0.11282014001606287
516.0,13.0,-0.07749219623457575
567.0,12.0,-0.09177240181859661
580.0,19.0,0.11032108692440748
567.0,14.0,0.02521847617618285
551.0,12.0,0.05178396443196674
530.0,8.0,-0.05664414702009339
574.0,11.0,0.09940308775398783
565.0,13.0,-0.014961212340616238
499.0,8.0,0.09620186917441459
484.0,12.0,0.1951972582777691
551.0,15.0,-0.06546012700682409
590.0,18.0,0.1664492148007119
510.0,9.0,-0.030822282283159592
576.0,18.0,-0.027606244017629913
556.0,17.0,0.0266300765158561
579.0,12.0,0.046997138385306364
570.0,12.0,-0.015186302903425028
556.0,24.0,-0.07187620156364656
584.0,19.0,0.14740076664782148
555.0,14.0,0.05521850720057853
531.0,12.0,0.05888189242611336
554.0,12.0,0.19377180730577093
543.0,15.0,-0.05847682181254007
549.0,11.0,-0.13930353735042267
550.0,16.0,0.09101777895994095
578.0,13.0,0.1146438387960877
525.0,11.0,-0.10527416040390192
568.0,9.0,0.057031992334455855
558.0,12.0,0.21878467214556352
549.0,10.0,-0.03288919060363382
528.0,19.0,-0.1343427273730851
501.0,12.0,-0.011422217362860004
512.0,13.0,-0.05067066254776426
521.0,18.0,0.10490927644173167
505.0,6.0,0.01476798022065162
556.0,13.0,0.0045122489665760795
576.0,18.0,0.10103356290591256
547.0,13.0,0.09844746103856433
561.0,6.0,0.00046293071316651224
501.0,5.0,0.0408711469911134
562.0,14.0,0.039571275584703094
526.0,17.0,0.15801128774682616
590.0,18.0,-0.0977660803957697
507.0,6.0,0.11920988027296697
544.0,7.0,-0.015287293313448866
593.0,17.0,0.014673505311687741
529.0,7.0,0.09210650996668301
531.0,11.0,-0.12726667417295323
573.0,15.0,-0.05783418865606235
512.0,3.0,0.0536441543069857
511.0,6.0,0.04089108912690033
547.0,20.0,-0.05219619700663048
560.0,19.0,-0.07222018760624202
585.0,13.0,0.11416398465417742
541.0,11.0,-0.11953621519135273
535.0,22.0,0.023123631658303872
547.0,9.0,0.07867655107050736
565.0,13.0,0.1898726937094874
475.0,5.0,-0.08305835887753835
585.0,17.0,-0.13127771878728214
489.0,14.0,0.18364411485624738
526.0,7.0,-0.03255048299462207
522.0,7.0,0.06822099792394695
575.0,14.0,0.10521184035939077
497.0,6.0,0.16656798458537042
551.0,11.0,0.21815423682367963
516.0,9.0,-0.18982946082957636
506.0,15.0,-0.0678878634871264
557.0,9.0,0.09776809592753757
564.0,9.0,0.08433610866314925
574.0,17.0,-0.0994657555348508
582.0,16.0,0.08008057331967688
548.0,12.0,0.1372745506155268
570.0,17.0,-0.09487149287686114
546.0,15.0,-0.005136849689381836
570.0,14.0,-0.017135868460541895
537.0,8.0,0.01625456919377912
589.0,16.0,-0.02722755502117323
559.0,10.0,-0.13468806326632426
538.0,9.0,0.18324760923222455
580.0,18.0,-0.09109409421411471
567.0,14.0,0.11602414652107698
520.0,7.0,-0.06174159778842971
509.0,16.0,-0.12224514596620528
522.0,12.0,0.21154096033595063
538.0,13.0,0.03874345941730438
554.0,6.0,-0.0502037209512243
538.0,11.0,0.05402525756636393
555.0,18.0,-0.13136645363533436
511.0,10.0,0.10092090690248069
534.0,21.0,-0.3645976913173621
527.0,4.0,-0.0835776615152245
521.0,12.0,0.02445972701147827
542.0,12.0,0.03311039621172665
527.0,11.0,-0.1571227589557384
540.0,9.0,-0.11923896534322047
565.0,11.0,0.12879872133056974
539.0,7.0,-0.062044118726530595
551.0,8.0,0.12168876697844551
530.0,10.0,0.07608487824114005
489.0,5.0,-0.06812294592363763
535.0,8.0,0.09731580755314506
498.0,14.0,-0.0012828670877795822
562.0,19.0,-0.027733183003231063
532.0,9.0,0.051775524335694594
568.0,13.0,-0.019689467092241772
517.0,7.0,0.08545768752281745
527.0,9.0,0.06270657401599458
494.0,13.0,0.13194135820301345
498.0,7.0,0.05911487278236169
536.0,20.0,0.09888372992130282
556.0,18.0,0.1310204409567529
544.0,10.0,-0.012923953320022472
590.0,20.0,-0.09078002170201713
560.0,13.0,-0.21054722252520153
527.0,14.0,0.16886368349160158
555.0,14.0,0.08312074424829291
537.0,5.0,0.17997584517406578
521.0,10.0,-0.08136863202831207
548.0,16.0,-0.1085898140593196
463.0,6.0,0.03626829833710241
478.0,13.0,0.06361354004907152
551.0,12.0,0.14092291804361534
550.0,17.0,-0.03195945707483401
468.0,4.0,-0.2748135293274961
532.0,8.0,0.08827281597636626
541.0,12.0,-0.034694349228775026
566.0,12.0,0.23307937769247555
545.0,11.0,0.06369548831866295
526.0,11.0,0.07367641754837408
534.0,15.0,0.026318945094400734
564.0,17.0,-0.09914278870180991
571.0,16.0,-0.05730830426572009
575.0,21.0,-0.07519472170144997
526.0,13.0,0.12098492234028421
595.0,22.0,-0.05426763050279951
538.0,9.0,-0.20531566148078118
596.0,23.0,-0.1737192816407716
526.0,11.0,0.2387482574305841
601.0,14.0,0.07372454566831842
589.0,20.0,0.08149850220605115
568.0,12.0,-0.01611441666798456
594.0,16.0,0.026359915203957116
574.0,15.0,-0.30411764609005343
598.0,9.0,-0.09475824029507295
525.0,10.0,0.12646805723111254
487.0,8.0,0.0009354616437452171
543.0,7.0,0.027368225826617923
601.0,14.0,-0.0052981042192582345
588.0,14.0,-0.011671029808852387
544.0,7.0,0.09644205800583523
550.0,12.0,-0.10042007634394329
502.0,4.0,0.09636266494279291
539.0,14.0,0.10121740615148192
495.0,6.0,-0.03415693546137229
502.0,8.0,-0.129928085937621
538.0,10.0,0.04401265450665845
550.0,17.0,-0.2738015055652294
546.0,12.0,0.18976598261243244
584.0,12.0,0.12849469205344516
527.0,15.0,0.0631239108759144
559.0,12.0,-0.013838695340430057
555.0,12.0,-0.004364363423754097
480.0,4.0,0.058087149552805126
535.0,15.0,-0.19988996466291759
548.0,9.0,0.03944512019591009
512.0,15.0,-0.07945612158676137
531.0,11.0,0.08719421005888318
546.0,14.0,0.011118023421335707
528.0,9.0,0.18539044217812117
501.0,12.0,0.11903528942066485
497.0,14.0,-0.08782839691072186
604.0,11.0,-0.17476050027772577
493.0,6.0,0.01584386130570778
512.0,13.0,0.21176540308068711
538.0,16.0,-0.01413947639393938
565.0,20.0,-0.15707292940601814
556.0,22.0,-0.048359089053170906
524.0,4.0,0.07457960417476499
551.0,14.0,0.0556490702785109
519.0,5.0,-0.11405247417010342
536.0,11.0,0.008359033912111236
594.0,6.0,-0.10711025770378457
548.0,9.0,0.026555628121042056
519.0,14.0,0.20353520919042078
523.0,7.0,0.06943154687983863
543.0,13.0,0.09557314775874703
567.0,9.0,0.07040377256156463
518.0,21.0,0.05466170235130635
576.0,7.0,-0.005133206479800673
500.0,10.0,0.052955530663167494
544.0,13.0,-0.18164816725530852
592.0,19.0,0.22170071076834516
557.0,15.0,0.1293021535410726
496.0,3.0,0.03236640914299682
549.0,5.0,-0.1609901883304705
559.0,17.0,0.023722543629105454
499.0,13.0,-0.03189680446588826
527.0,5.0,0.12402974751817541
558.0,14.0,-0.13539792817980423
494.0,5.0,0.07171406015757305
595.0,9.0,0.0348098610600817
559.0,11.0,-0.1621727472831601
557.0,16.0,-0.046636253374716136
522.0,7.0,0.13596345691452727
580.0,9.0,-0.1094967087926112
632.0,20.0,-0.12422821897268671
515.0,18.0,0.007448361806501325
573.0,13.0,0.010158689406720156
579.0,20.0,0.02849090260146845
551.0,10.0,-0.047890743119594084
566.0,10.0,-0.1685334566759777
554.0,12.0,0.05132512388687641
577.0,19.0,-0.00155401712136026
531.0,7.0,-0.0052124311360004436
562.0,17.0,-0.057648849172703534
526.0,8.0,-0.1379279411234257
553.0,15.0,0.25652746070320187
547.0,17.0,-0.08493514565757952
574.0,12.0,0.059212035120192116
589.0,8.0,-0.16525066153433257
562.0,10.0,0.0757674581927125
554.0,8.0,-0.10579367818349614
546.0,4.0,-0.1583377319957531
526.0,8.0,-0.041335126919728384
539.0,9.0,0.17137767171850105
