battery,cycle,current_soh,soh_slope,mean_degradation_rate,recent_degradation_rate,volatility,state_soh_level,dynamics_score,state_degradation_dynamics,normalized_cycle_position,state_cycle_position
CS2_38,68,0.9588300555359632,0.0005456154141805092,0.00020866150877606497,0.0032094011687601653,0.008870880669740476,Early,0.0013318928772898281,Fast,0.068,Early-life
CS2_38,69,0.8155253352881333,-0.0003788882163463376,0.004781095429573365,0.023725599329223294,0.027195166170846625,Early,0.012052243772784816,Fast,0.069,Early-life
CS2_38,70,0.965538366518078,-0.00040557392990739187,-7.444406848089089e-05,0.002187232134741685,0.0389013349989524,Early,0.0012964030323245385,Fast,0.07,Early-life
CS2_38,71,0.9630580446471302,-0.0004500886390232726,0.00034738864962723776,0.0018249870160544277,0.03885430608526932,Early,0.00113753782753885,Medium,0.071,Early-life
CS2_38,72,0.9567825754955644,-0.00046610448144543556,0.0006073503028832232,0.00201395613274648,0.03886653238286575,Early,0.0012400303070959576,Medium,0.072,Early-life
CS2_38,73,0.9567698459272476,-0.00046515831740839717,0.00020279005041885296,0.0018048770152803467,0.038803253838159114,Early,0.001135017666344372,Medium,0.073,Early-life
CS2_38,74,0.956303486496204,-0.0005358875893083837,0.00012101145830697901,0.0014311409393314514,0.038799830174885,Early,0.0009835142643199175,Slow,0.074,Early-life
CS2_38,75,0.9530305285892348,-0.0006408920360769384,0.00021899046098227163,0.000828503849532639,0.03880396400945939,Early,0.0007346979428047888,Slow,0.075,Early-life
CS2_38,76,0.9585769509820417,-0.0007132328777845037,4.0485253812774166e-05,-0.020435945099129764,0.0388177910992252,Early,-0.00986135611067263,Slow,0.076,Early-life
CS2_38,77,0.9585638950472452,-0.0007851153357228538,-6.146518894966126e-05,0.0009963530672618365,0.0388134383136352,Early,0.0008907342014923452,Slow,0.077,Early-life
CS2_38,78,0.957467015086893,-0.0008819598959264361,0.0003151316239310133,0.0007987185086053085,0.03876460819582053,Early,0.0008403392022658723,Slow,0.078,Early-life
CS2_38,79,0.9567261930447108,-0.0009193325104219108,0.0004097129879629527,8.05463583622831e-06,0.038761865992021576,Early,0.0004636935731290696,Slow,0.079,Early-life
CS2_38,80,0.9558774333460914,-0.0009444217924167308,0.0001178811100888706,0.0001274875115937332,0.03872210359820533,Early,0.000535954652005232,Slow,0.08,Early-life
CS2_38,81,0.9560595441534336,-0.0010233614998956225,5.589302459096587e-06,3.484890611005209e-05,0.03871761838792706,Early,0.0005291052030028373,Slow,0.081,Early-life
CS2_38,82,0.9551885815370328,-0.001125930293969191,-8.412194399645778e-06,-0.00030829327825686114,0.03871721129380222,Early,0.0004088185078561649,Slow,0.082,Early-life
CS2_38,83,0.9537737740779564,-0.0012440481838774022,3.127151079394774e-05,0.0006861681291550388,0.03871804617487351,Early,0.0009651081565162205,Medium,0.083,Early-life
CS2_38,84,0.9529686193359604,-0.001367434393777012,4.5789272039056536e-05,0.0007993251016121013,0.03871825602216762,Early,0.0010833797476945566,Medium,0.084,Early-life
CS2_38,85,0.9522877576656312,-0.0014961864404359768,0.0013594733309530696,0.0007398939173231137,0.03799687111674553,Early,0.0011180401788795451,Medium,0.085,Early-life
CS2_38,86,0.9513649602931712,-0.001387214092518502,0.0014219377485628572,0.000765890393077094,0.03799443147570127,Early,0.001076552242797798,Medium,0.086,Early-life
CS2_38,87,0.9505991352186332,-0.0012606755514417678,0.0015242063715990733,0.0007540425896368973,0.037988054837760916,Early,0.0010073590705393326,Medium,0.087,Early-life
CS2_38,88,0.8075768023745346,-0.0019157814300316133,0.006167138188125557,0.02121182025412844,0.04569475151993236,Early,0.011563800842080026,Fast,0.088,Early-life
CS2_38,89,0.950249147999823,-0.001685005629815976,0.001283377104258363,0.0007056333624585465,0.05293000970885393,Early,0.0011953194961372613,Medium,0.089,Early-life
CS2_38,90,0.9487952667728128,-0.0014974762784247073,0.001190971422600105,0.0007112153293062283,0.05292703483406118,Early,0.0011043458038654677,Medium,0.09,Early-life
CS2_38,91,0.9478591574936762,-0.001326268653126349,0.0012061420608880898,0.0007299231203263178,0.05292688745321906,Early,0.0010280958867263333,Medium,0.091,Early-life
CS2_38,92,0.947321276919656,-0.0011470577093305658,0.0010959544128267237,0.0007094972494250396,0.05292453230633951,Early,0.0009282774793778027,Slow,0.092,Early-life
CS2_38,93,0.9352746864525584,-0.001046303466133472,0.0014945111012947732,0.00229861054865897,0.05296011165456551,Early,0.0016724570073962208,Fast,0.093,Early-life
CS2_38,94,0.9340801507026308,-0.0009335994881177574,0.0015086722825367407,0.002359854930857473,0.05295996616402805,Early,0.0016467272094876151,Fast,0.094,Early-life
CS2_38,95,0.9329598609841836,-0.0008144096253566021,0.0013830029927525025,-0.01791186551566415,0.05295598805794606,Early,-0.008548727945153774,Slow,0.095,Early-life
CS2_38,96,0.058331242946149,-0.0056774848180175305,0.029437065338020672,0.12741684357909627,0.16555737362652181,Late,0.0665471641985569,Fast,0.096,Early-life
CS2_38,97,0.9467794328227184,-0.00518618708330409,0.0007298242648868266,0.0002879762785849164,0.23369934951311777,Early,0.002737081680944503,Fast,0.097,Early-life
CS2_38,98,0.9438792887868662,-0.004711461955958025,0.0007239414285373529,0.0005685526724014281,0.23369929061091133,Early,0.0026400073141797263,Fast,0.098,Early-life
CS2_38,99,0.9446585473703716,-0.0042415968883966655,0.00045714542469650485,0.0003803899356120529,0.23369602815447926,Early,0.0023109934120043594,Fast,0.099,Early-life
CS2_38,100,0.9527127700831236,-0.0037633392297751534,-0.004425401122419042,-0.0024911548043664578,0.23218835772749735,Early,0.0006360922127043478,Slow,0.1,Early-life
CS2_38,101,0.9533686525914972,-0.004145874980155324,0.00039257141698647864,-0.0027555002698380466,0.23061091738502754,Early,0.0006951873551586387,Slow,0.101,Early-life
CS2_38,102,0.9463723074936728,-0.003711354884137211,0.000538249585595398,-0.001916063787069893,0.23061370657109667,Early,0.000897645548533659,Slow,0.102,Early-life
CS2_38,103,0.9435674429214282,-0.0033007477839827886,0.00042629459916568394,-0.12646231428218274,0.23061167092881904,Early,-0.06158078324909998,Slow,0.103,Early-life
CS2_38,104,0.9426410933145352,-0.002926215851783597,0.0004557662133133033,0.0005911913583118869,0.23061167469367028,Early,0.0017587036050477419,Fast,0.104,Early-life
CS2_38,105,0.941688555593486,-0.0025519892313045473,0.0004714493839586464,0.0003129618847686081,0.23061169196981854,Early,0.0014324755580365778,Fast,0.105,Early-life
CS2_38,106,0.9395450164941542,-0.0021872342003848868,0.0004350165191961462,0.0007305044108881934,0.23061132383887276,Early,0.0014588693056365402,Fast,0.106,Early-life
CS2_38,107,0.9481868882608664,-0.0017870306075440155,0.00033516331358629883,0.0006465545460367451,0.23061467022434323,Early,0.0012167925767903804,Medium,0.107,Early-life
CS2_38,108,0.9488720643168363,-0.0013476115313170646,0.0003126397009809291,0.000642369753522974,0.23061473682985048,Early,0.0009949906424200194,Medium,0.108,Early-life
CS2_38,109,0.9404151042094564,-0.0009527648223640815,0.0005500616412076331,0.00085102904060235,0.23061935975185205,Early,0.0009018969314832158,Slow,0.109,Early-life
CS2_38,110,0.9371723695849612,-0.0005763243139930801,0.0006307684987016017,0.0009135819052095785,0.23061986651539707,Early,0.0007449531096013293,Slow,0.11,Early-life
CS2_38,111,0.9342120668709034,-0.00021374509970639412,0.0006988827895221942,0.0012041466348045354,0.23062024487098765,Early,0.0007089458672554648,Slow,0.111,Early-life
CS2_38,112,0.9344259672155012,0.00015316880904067427,0.0006978573205784659,0.0010375126254263956,0.23062024898964403,Early,0.00044217190819286064,Slow,0.112,Early-life
CS2_38,113,0.930834482226456,0.0005086414703982595,0.0007856161067927984,0.0012443620382425985,0.23062083468233174,Early,0.0003678602839221695,Slow,0.113,Early-life
CS2_38,114,0.941985296503518,0.0009314498355867974,0.0003802734701431726,0.0008859416796211939,0.23063073449373328,Early,-2.2754077982801795e-05,Slow,0.114,Early-life
CS2_38,115,0.9426619936236944,0.0013543856814650283,0.0003324717971698722,0.000887152956163135,0.23063079706327905,Early,-0.00023361636265094667,Slow,0.115,Early-life
CS2_38,116,0.9339882144262548,0.0017272420367461152,0.000590307846431498,0.0009181271118859437,0.2306356673625213,Early,-0.00040455746243008576,Slow,0.116,Early-life
CS2_38,117,0.9307671844440724,0.002084636596801945,0.0006644443822289946,0.0009150264486984051,0.2306361471784315,Early,-0.00058480507405177,Slow,0.117,Early-life
CS2_38,118,0.9303511293129836,0.002441974544703843,0.0006531614808274054,0.0005515625082742615,0.23063615060899778,Early,-0.0009452060182147909,Slow,0.118,Early-life
CS2_38,119,0.9287029487534036,0.0027930188410576384,-0.003907295044479648,0.0008175740660139359,0.22911993201997188,Early,-0.0009877223875218513,Slow,0.119,Early-life
CS2_38,120,0.9203536071127936,0.0022395957250610646,0.0009643722866783675,0.0014972678733803527,0.22767206357134834,Early,-0.00037116392584035597,Slow,0.12,Early-life
CS2_38,121,0.7984251089058408,0.0018149941544718397,0.004850650253773289,0.0205085982282396,0.22870657607628836,Middle,0.009346802036883881,Fast,0.121,Early-life
CS2_38,122,0.9345797293514866,0.0022108587186904487,0.0004283686497480526,0.0011546091817439738,0.23010590656898272,Early,-0.0005281247684732375,Slow,0.122,Early-life
CS2_38,123,0.9369680468269982,0.002619842291408345,0.00033397516427928264,-0.0004256903429633426,0.2301064603360682,Early,-0.0015227663171858438,Slow,0.123,Early-life
CS2_38,124,0.9404008915699984,0.0030490696964986,-0.00016536145540129024,-0.0013762438751322912,0.2300969916345399,Early,-0.0022126567858154456,Slow,0.124,Early-life
CS2_38,125,0.9413461441065704,0.003413342210444954,-0.000234386883998049,-0.0015707163990838252,0.2300968910399741,Early,-0.0024920293047643897,Slow,0.125,Early-life
CS2_38,126,0.9423842387800136,0.0037740623673203936,-0.00030401218696225974,-0.001954470003801429,0.23009679401701055,Early,-0.002864266185560911,Slow,0.126,Early-life
CS2_38,127,0.9429979639929764,0.004128449632835557,-0.028537636162800886,-0.0032349081257404067,0.16310709812776844,Early,-0.0036816788792879817,Slow,0.127,Early-life
CS2_38,128,0.9437475630894162,-0.0008066761202128929,9.780224946136005e-05,-0.020760350597653625,0.033676965461370195,Early,-0.009976837238720365,Slow,0.128,Early-life
CS2_38,129,0.9439023494036548,-0.0006918099375242349,-7.438908641478659e-07,-0.0013318028645954597,0.03367296131442824,Early,-0.00031999646353561236,Slow,0.129,Early-life
CS2_38,130,0.9443063566419144,-0.000591134803581724,1.1360991240553482e-05,-0.0010483299735594618,0.03367273956992354,Early,-0.00022859758498886885,Slow,0.13,Early-life
CS2_38,131,0.9447788589157372,-0.0004832182898675724,0.00025593261830278706,-0.0006254239065341156,0.03363972250865848,Early,-7.110280833327163e-05,Slow,0.131,Early-life
CS2_38,132,0.9449544646632544,-0.0003256330619666248,0.00027142541704008963,-0.0005154743652405758,0.033639399167985085,Early,-9.492065163697549e-05,Slow,0.132,Early-life
CS2_38,133,0.9451689157109718,-0.0001600183773033454,3.881908976454881e-05,-0.00039781099013688363,0.03361627063685527,Early,-0.00011889630641676911,Slow,0.133,Early-life
CS2_38,134,0.9452708390313026,-3.3135417628498434e-05,-5.494826160885018e-05,-0.00032469643404659757,0.03361235178964329,Early,-0.00014578050820904958,Slow,0.134,Early-life
CS2_38,135,0.945132080584708,7.639799919375289e-05,-8.035442807009125e-05,-0.00019778821361311167,0.033611882993980984,Early,-0.00013709310640343229,Slow,0.135,Early-life
CS2_38,136,0.9452983148111308,0.0001806994601261708,-0.0001164438457304786,-0.00019942362963942806,0.033611337613644605,Early,-0.0001900615448827994,Slow,0.136,Early-life
CS2_38,137,0.9452889890056196,0.00027821256186529394,-0.00018528943585372295,-0.000140376051957888,0.033608739859978656,Early,-0.00020929430691159098,Slow,0.137,Early-life
CS2_38,138,0.929234242061444,0.0002702207493134046,0.000611375683852335,0.0022206595506133148,0.03369419925915834,Early,0.0009752194006499551,Medium,0.138,Early-life
CS2_38,139,0.9287594293618764,0.0003155801324140887,0.0006487946759664504,0.0023135764716254287,0.033693355481905,Early,0.00099899816960567,Medium,0.139,Early-life
CS2_38,140,0.9270224887354832,0.0003623362472278726,0.0004320198539991352,0.0025923467107840897,0.03366304897662472,Early,0.0011150052317781085,Medium,0.14,Early-life
CS2_38,141,0.9179482951749728,0.0003143928509059201,0.0006201314325802713,0.0039032205509042595,0.033695556619028955,Early,0.0017944138499991697,Fast,0.141,Early-life
CS2_38,142,0.9308884490611096,0.0003285953757589963,0.0001072134777352853,0.002034804503371203,0.03377966122911017,Early,0.0008531045638061034,Medium,0.142,Early-life
CS2_38,143,0.9368236325161854,0.0003609189670693663,-7.734404195755461e-05,0.001210668899277916,0.033797098950151476,Early,0.00042487496610427487,Slow,0.143,Early-life
CS2_38,144,0.9381380407125176,0.0004010472200673345,-0.00023559866084069573,0.001021564041871719,0.03379083236835936,Early,0.00031025841090219226,Slow,0.144,Early-life
CS2_38,145,0.9231209426420732,0.0003327676299904685,0.0006085275439175744,0.0008733284884815395,0.033835890397371685,Early,0.0002702804292455355,Slow,0.145,Early-life
CS2_38,146,0.926472222814412,0.0003538013895569781,0.0005222506712671746,0.00032674379249491333,0.033842686009210136,Early,-1.3528798531032378e-05,Slow,0.146,Early-life
CS2_38,147,0.92031981472635,0.0003496578217067282,0.0004409161193517659,0.000957524858447594,0.03382546775738419,Early,0.0003039335183704329,Slow,0.147,Early-life
CS2_38,148,0.923237744589028,0.000317820974901609,0.00024288515661433533,-0.0007556356305793115,0.03382661929077332,Early,-0.0005367283027404603,Slow,0.148,Early-life
CS2_38,149,0.9291082626303026,0.000303798096121023,4.0092473634872e-05,0.00025431234725814544,0.03384438605296653,Early,-2.4742874431438785e-05,Slow,0.149,Early-life
CS2_38,150,0.9297693875070626,0.00029162325536851607,-3.440125011803134e-05,0.001007749287017539,0.03384327000984891,Early,0.00035806301582451145,Slow,0.15,Early-life
CS2_38,151,0.916193087925206,0.000192554763242888,0.0001342102963737913,0.003134993255330224,0.03389940533185595,Early,0.001471219246043668,Fast,0.151,Early-life
CS2_38,152,0.9148838943584876,4.013334717074897e-05,-0.0037567350146015086,0.001176721183369375,0.025280624567602154,Early,0.000568293918099313,Medium,0.152,Early-life
CS2_38,153,0.9169271197942284,-0.0008361445620855686,0.0005694390179760718,0.0013635861457405188,0.005963349645240815,Early,0.0010998653539130436,Medium,0.153,Early-life
CS2_38,154,0.913139329500826,-0.0009538673111816548,0.0007686683008442645,0.001025783603646294,0.00596440879908301,Early,0.0009898254574139745,Medium,0.154,Early-life
CS2_38,155,0.911629832681536,-0.0010578618940396286,0.0009280986738213687,0.0016582731296417139,0.005914201341840548,Early,0.001358067511840671,Fast,0.155,Early-life
CS2_38,156,0.9235385103967044,-0.0010641421598191307,0.0005744397970924495,0.0007956788905140177,0.0063422640437637,Early,0.0009299105251665742,Medium,0.156,Early-life
CS2_38,157,0.924889636870354,-0.0010508470926190408,0.0005643419970857961,0.0006971072338155209,0.006345165543247278,Early,0.0008739771632172808,Medium,0.157,Early-life
CS2_38,158,0.913820986474778,-0.0010881308420551076,0.0009411928231676893,0.00033887163577542685,0.006614085758986642,Early,0.0007135012389152672,Medium,0.158,Early-life
CS2_38,159,0.9110355504927236,-0.0011270584842341072,0.0010552262127965372,0.000549763409394864,0.006614436877765006,Early,0.0008384109468144857,Medium,0.159,Early-life
CS2_38,160,0.913258858317978,-0.0011371034028489638,0.000988499712441186,0.0005240373537500462,0.006637444001571358,Early,0.000830570378299505,Medium,0.16,Early-life
CS2_38,161,0.9118784333449024,-0.0011428792262022027,0.0010460620418390983,0.00018012802227480268,0.006632701058511291,Early,0.0006615036242385027,Medium,0.161,Early-life
CS2_38,162,0.9057909508169408,-0.0011690604541351201,0.0012576744547998832,0.000834125980656448,0.006687060661385553,Early,0.001001593217395784,Medium,0.162,Early-life
CS2_38,163,0.9173819570436366,-0.0011124072649651066,0.0008894357296650911,0.0008795076218668374,0.00707185529468478,Early,0.000995957443415972,Medium,0.163,Early-life
CS2_38,164,0.9207713767808072,-0.0010253910249767941,0.0007870173848440196,0.0005883228699352491,0.0071112562938850515,Early,0.0008068569474560216,Medium,0.164,Early-life
CS2_38,165,0.9180705844064264,-0.0009435583449713144,0.0008774275685443931,-0.000607085418806909,0.0071173916275838805,Early,0.00016823646308220268,Slow,0.165,Early-life
CS2_38,166,0.9050994892111706,-0.0009248751918853308,0.001291373915275401,0.0008480087545075708,0.007438900396090249,Early,0.0008864419731964508,Medium,0.166,Early-life
CS2_38,167,0.905616797121308,-0.0008893664859920194,0.0012800489577362178,0.001091723028095713,0.007441460218811947,Early,0.0009905447570438663,Medium,0.167,Early-life
CS2_38,168,0.9060918343272432,-0.0008356681815314852,0.0012644243444637573,0.0008266570025227444,0.007444725040305149,Early,0.0008311625920271148,Medium,0.168,Early-life
CS2_38,169,0.9055944980462206,-0.0007704801804664378,0.0007625723875878515,2.80646815314605e-05,0.006920368950378045,Early,0.00039927243099894914,Slow,0.169,Early-life
CS2_38,170,0.9094161353033184,-0.0007661328891281032,0.0006239772276954177,0.0011379745343311606,0.006969174742010615,Early,0.0009520537117296318,Medium,0.17,Early-life
CS2_38,171,0.916880263866214,-0.0007149829255243215,0.00032716854416997386,0.0005558732735133155,0.007114608698680514,Early,0.0006354280995188185,Medium,0.171,Early-life
CS2_38,172,0.9182048921099648,-0.0006624578215472563,-8.277320483613745e-06,-1.9186814791199197e-05,0.006931232339396326,Early,0.00032163550337802857,Slow,0.172,Early-life
CS2_38,173,0.9191037777019287,-0.000656477391487905,0.0003801506890058329,-0.002000612641536884,0.006506770929807169,Early,-0.0006720676250244896,Slow,0.173,Early-life
CS2_38,174,0.9195482305027464,-0.0005701281656048577,0.0005572710326915813,-0.0019902047687769026,0.0064030358514613125,Early,-0.0007100383015860225,Slow,0.174,Early-life
CS2_38,175,0.9199427211398324,-0.000441482257008494,0.0005869457926672634,-0.0019786981160841827,0.0063962004665788314,Early,-0.0007686079295378444,Slow,0.175,Early-life
CS2_38,176,0.8180843500618418,-0.0008774390262321638,0.0033882771800074663,0.01250144971205412,0.019176150563506644,Early,0.006689444369143142,Fast,0.176,Early-life
CS2_38,177,0.920774966290594,-0.0007767476561471556,0.00018378246851025897,-0.0016226901410393607,0.027031290590420882,Early,-0.00042297124244610254,Slow,0.177,Early-life
CS2_38,178,0.9211248847991756,-0.0006529383109602162,-2.597000234921283e-05,-0.0006063744189945185,0.02700865083350758,Early,2.3281945982848854e-05,Slow,0.178,Early-life
CS2_38,179,0.9211749913304988,-0.0005640962473723726,6.654042769448758e-05,-0.0004242998886477199,0.027003325994253927,Early,6.989817936232636e-05,Slow,0.179,Early-life
CS2_38,180,0.9212475382068676,-0.00045750669745250015,0.00025357175559467723,-0.0003062515007055439,0.02698090356920773,Early,7.562759837347811e-05,Slow,0.18,Early-life
CS2_38,181,0.921233619043168,-0.0003147595203237197,0.00027534736980305125,-0.00024076979148880882,0.026980413133891254,Early,3.6994864417455453e-05,Slow,0.181,Early-life
CS2_38,182,0.9214184995909006,-0.00016407654680805666,-0.00016856166663530866,-0.000210825493009738,0.026867246822131912,Early,-2.3374473100840672e-05,Slow,0.182,Early-life
