battery,file,data_sheet,fields,has_required_fields,status
CS2_35,CS2_35_8_17_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_35,CS2_35_8_18_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_35,CS2_35_8_19_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_35,CS2_35_8_30_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_35,CS2_35_9_21_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_35,CS2_35_9_30_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_35,CS2_35_9_7_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_35,CS2_35_9_8_10.xlsx,Channel_1-008,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_10_04_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_10_05_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_10_14_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_10_21_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_10_28_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_11_01_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_11_15_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_11_22_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_11_24_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_12_06_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_12_13_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_12_20_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_12_23_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_1_10_11.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_1_18_11.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_1_24_11.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_1_28_11.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_2_3_11.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_8_17_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_8_18_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_8_19_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_8_30_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_9_14_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_9_21_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_9_30_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
CS2_36,CS2_36_9_7_10.xlsx,Channel_1-009,"[""Data_Point"", ""Test_Time(s)"", ""Date_Time"", ""Step_Time(s)"", ""Step_Index"", ""Cycle_Index"", ""Current(A)"", ""Voltage(V)"", ""Charge_Capacity(Ah)"", ""Discharge_Capacity(Ah)"", ""Charge_Energy(Wh)"", ""Discharge_Energy(Wh)"", ""dV/dt(V/s)"", ""Internal_Resistance(Ohm)"", ""Is_FC_Data"", ""AC_Impedance(Ohm)"", ""ACI_Phase_Angle(Deg)""]",True,ok
