battery,feature,horizon,metric,value,n
CS2_35,HF8,8,spearman,0.14742199946068701,874
CS2_35,HF1,12,pearson,-0.22607621697490776,870
CS2_35,HF1,12,spearman,-0.20225580137099972,870
CS2_35,HF2,12,pearson,0.18968575021643014,870
CS2_35,HF2,12,spearman,0.15965257887270248,870
CS2_35,HF3,12,pearson,-0.1330486734385657,870
CS2_35,HF3,12,spearman,-0.1685547235097689,870
CS2_35,HF4,12,pearson,-0.025385047200375543,870
CS2_35,HF4,12,spearman,0.13774511398003314,870
CS2_35,HF5,12,pearson,0.04956640113695247,870
CS2_35,HF5,12,spearman,0.2075843324087482,870
CS2_35,HF6,12,pearson,0.07955680748348944,870
CS2_35,HF6,12,spearman,0.1996175997529804,870
CS2_35,HF7,12,pearson,-0.2252652540102008,870
CS2_35,HF7,12,spearman,-0.2018164100937689,870
CS2_35,HF8,12,pearson,0.20583861465846168,870
CS2_35,HF8,12,spearman,0.1676719593739278,870
CS2_35,HF1,16,pearson,-0.28879745173222965,866
CS2_35,HF1,16,spearman,-0.2372380356835101,866
CS2_35,HF2,16,pearson,0.2595790656667961,866
CS2_35,HF2,16,spearman,0.210748970752224,866
CS2_35,HF3,16,pearson,-0.14970453344511128,866
CS2_35,HF3,16,spearman,-0.24805021651102177,866
CS2_35,HF4,16,pearson,-0.07536103606428116,866
CS2_35,HF4,16,spearman,0.12858718058742485,866
CS2_35,HF5,16,pearson,-0.0255768590764429,866
CS2_35,HF5,16,spearman,0.17432478133538026,866
CS2_35,HF6,16,pearson,0.02433691384389353,866
CS2_35,HF6,16,spearman,0.16772017444235482,866
CS2_35,HF7,16,pearson,-0.2879411283730632,866
CS2_35,HF7,16,spearman,-0.23657626481520339,866
CS2_35,HF8,16,pearson,0.2744174946521669,866
CS2_35,HF8,16,spearman,0.2205778563699407,866
CS2_35,HF1,24,pearson,-0.40250858096060493,858
CS2_35,HF1,24,spearman,-0.32831178138436334,858
CS2_35,HF2,24,pearson,0.34311056551602953,858
CS2_35,HF2,24,spearman,0.2969631502355991,858
CS2_35,HF3,24,pearson,-0.18075032191803514,858
CS2_35,HF3,24,spearman,-0.322117914022134,858
CS2_35,HF4,24,pearson,-0.09863300803901041,858
CS2_35,HF4,24,spearman,0.05295840468404358,858
CS2_35,HF5,24,pearson,-0.03136941331293167,858
CS2_35,HF5,24,spearman,0.11334528069300129,858
CS2_35,HF6,24,pearson,0.037147992611183324,858
CS2_35,HF6,24,spearman,0.09736839463740385,858
CS2_35,HF7,24,pearson,-0.401409041524203,858
CS2_35,HF7,24,spearman,-0.32759567477538526,858
CS2_35,HF8,24,pearson,0.360645585766068,858
CS2_35,HF8,24,spearman,0.31003289368949244,858
CS2_35,HF1,32,pearson,-0.5190817070413174,850
CS2_35,HF1,32,spearman,-0.3901591578354039,850
CS2_35,HF2,32,pearson,0.4540048881763258,850
CS2_35,HF2,32,spearman,0.35565435048618754,850
CS2_35,HF3,32,pearson,-0.2019606943623688,850
CS2_35,HF3,32,spearman,-0.37403486546205833,850
CS2_35,HF4,32,pearson,-0.18708678616144042,850
CS2_35,HF4,32,spearman,-0.008057132387524974,850
CS2_35,HF5,32,pearson,-0.12488955464688842,850
CS2_35,HF5,32,spearman,0.05512563033952385,850
CS2_35,HF6,32,pearson,-0.025252412258687254,850
CS2_35,HF6,32,spearman,0.04642084868718758,850
CS2_35,HF7,32,pearson,-0.5175088324705557,850
CS2_35,HF7,32,spearman,-0.38944033010891765,850
CS2_35,HF8,32,pearson,0.46707559203327065,850
CS2_35,HF8,32,spearman,0.37293951446776535,850
CS2_35,HF1,48,pearson,-0.6365007090990991,834
CS2_35,HF1,48,spearman,-0.4609363781300531,834
CS2_35,HF2,48,pearson,0.5602197274176755,834
CS2_35,HF2,48,spearman,0.4246008400197619,834
CS2_35,HF3,48,pearson,-0.21696733484832567,834
CS2_35,HF3,48,spearman,-0.4252934435544174,834
CS2_35,HF4,48,pearson,-0.2793105690419557,834
CS2_35,HF4,48,spearman,-0.0387284754835126,834
CS2_35,HF5,48,pearson,-0.18753455812800418,834
CS2_35,HF5,48,spearman,0.031980209249590136,834
CS2_35,HF6,48,pearson,-0.08262234320615483,834
CS2_35,HF6,48,spearman,0.010351525922430094,834
CS2_35,HF7,48,pearson,-0.6348483279575557,834
CS2_35,HF7,48,spearman,-0.460503185180807,834
CS2_35,HF8,48,pearson,0.5789894537840454,834
CS2_35,HF8,48,spearman,0.44764033135255854,834
CS2_35,HF1,64,pearson,-0.6937863026495407,818
CS2_35,HF1,64,spearman,-0.5024494656396497,818
CS2_35,HF2,64,pearson,0.6102504639967349,818
CS2_35,HF2,64,spearman,0.4517598408253733,818
CS2_35,HF3,64,pearson,-0.20629598339793803,818
CS2_35,HF3,64,spearman,-0.46167959899281524,818
CS2_35,HF4,64,pearson,-0.32524920500960225,818
CS2_35,HF4,64,spearman,-0.06662298641619957,818
CS2_35,HF5,64,pearson,-0.21758795913144613,818
CS2_35,HF5,64,spearman,0.017452377118808746,818
CS2_35,HF6,64,pearson,-0.09675205359784757,818
CS2_35,HF6,64,spearman,0.0024468343553686635,818
CS2_35,HF7,64,pearson,-0.6920775098880989,818
CS2_35,HF7,64,spearman,-0.5015045953733609,818
CS2_35,HF8,64,pearson,0.6285070820173948,818
CS2_35,HF8,64,spearman,0.47943131002901707,818
CS2_36,HF1,1,pearson,-0.007593385013792175,972
CS2_36,HF1,1,spearman,-0.09481367590904632,972
CS2_36,HF2,1,pearson,0.001294541220054686,972
CS2_36,HF2,1,spearman,0.05427543221637081,972
CS2_36,HF3,1,pearson,0.1515964392722311,972
CS2_36,HF3,1,spearman,-0.11806929735275601,972
CS2_36,HF4,1,pearson,0.033600429548923935,972
CS2_36,HF4,1,spearman,0.040817119774952906,972
CS2_36,HF5,1,pearson,0.026937317609632666,972
CS2_36,HF5,1,spearman,0.017492746238145496,972
CS2_36,HF6,1,pearson,0.01028917838318821,972
CS2_36,HF6,1,spearman,0.06433992619637863,972
CS2_36,HF7,1,pearson,-0.007593796126525532,972
CS2_36,HF7,1,spearman,-0.09436934106816877,972
CS2_36,HF8,1,pearson,0.0013926545172142594,972
CS2_36,HF8,1,spearman,0.06620337632772186,972
CS2_36,HF1,4,pearson,-0.025987944520893355,969
CS2_36,HF1,4,spearman,-0.09398531873744508,969
CS2_36,HF2,4,pearson,-0.00336547233042555,969
CS2_36,HF2,4,spearman,0.028744941953347522,969
CS2_36,HF3,4,pearson,0.13873908174928368,969
CS2_36,HF3,4,spearman,-0.04015947062537009,969
CS2_36,HF4,4,pearson,-0.007769435103699545,969
CS2_36,HF4,4,spearman,-0.02504575763220994,969
CS2_36,HF5,4,pearson,-0.01608439632945278,969
CS2_36,HF5,4,spearman,0.010244011373304154,969
CS2_36,HF6,4,pearson,0.021969624195284594,969
CS2_36,HF6,4,spearman,0.08140859681948212,969
CS2_36,HF7,4,pearson,-0.02585380338705991,969
CS2_36,HF7,4,spearman,-0.09318613261729879,969
CS2_36,HF8,4,pearson,0.0010038975528742571,969
CS2_36,HF8,4,spearman,0.04724343518555747,969
CS2_36,HF1,8,pearson,-0.0643113292063482,965
CS2_36,HF1,8,spearman,-0.22218043455686529,965
CS2_36,HF2,8,pearson,0.035034155842169575,965
CS2_36,HF2,8,spearman,0.16492995050315176,965
CS2_36,HF3,8,pearson,0.24609584784446137,965
CS2_36,HF3,8,spearman,-0.1707608983395285,965
CS2_36,HF4,8,pearson,-0.004402481493647664,965
CS2_36,HF4,8,spearman,-0.07816897452971747,965
CS2_36,HF5,8,pearson,-0.0008439769072721703,965
CS2_36,HF5,8,spearman,-0.041284294927513634,965
CS2_36,HF6,8,pearson,0.03157141169128133,965
CS2_36,HF6,8,spearman,0.03561666327092002,965
CS2_36,HF7,8,pearson,-0.06436539577233359,965
CS2_36,HF7,8,spearman,-0.22158085971172964,965
CS2_36,HF8,8,pearson,0.04030486910021623,965
CS2_36,HF8,8,spearman,0.185375544106532,965
CS2_36,HF1,12,pearson,-0.09510125332476344,961
CS2_36,HF1,12,spearman,-0.2766028525246513,961
CS2_36,HF2,12,pearson,0.04919120049102478,961
CS2_36,HF2,12,spearman,0.1948708904708394,961
CS2_36,HF3,12,pearson,0.1217404695560389,961
CS2_36,HF3,12,spearman,-0.2106844171431139,961
CS2_36,HF4,12,pearson,-0.05304516369530124,961
CS2_36,HF4,12,spearman,-0.14731301611475633,961
CS2_36,HF5,12,pearson,-0.0418232409856652,961
CS2_36,HF5,12,spearman,-0.09108462328934705,961
CS2_36,HF6,12,pearson,0.01204887192336233,961
CS2_36,HF6,12,spearman,0.008267617657299582,961
CS2_36,HF7,12,pearson,-0.09518651582024372,961
CS2_36,HF7,12,spearman,-0.27598555853261275,961
CS2_36,HF8,12,pearson,0.05358536795864196,961
CS2_36,HF8,12,spearman,0.21725789186117714,961
CS2_36,HF1,16,pearson,-0.12860522197890975,957
CS2_36,HF1,16,spearman,-0.34026879476176225,957
CS2_36,HF2,16,pearson,0.08509249797612518,957
CS2_36,HF2,16,spearman,0.26963720603325547,957
CS2_36,HF3,16,pearson,0.11597800884352635,957
CS2_36,HF3,16,spearman,-0.28138364860334264,957
CS2_36,HF4,16,pearson,-0.09180938569680602,957
CS2_36,HF4,16,spearman,-0.19232330314509785,957
CS2_36,HF5,16,pearson,-0.08833795009207301,957
CS2_36,HF5,16,spearman,-0.13916400314539687,957
CS2_36,HF6,16,pearson,-0.037669396930639754,957
CS2_36,HF6,16,spearman,-0.03354572811251588,957
CS2_36,HF7,16,pearson,-0.12881327574042314,957
CS2_36,HF7,16,spearman,-0.339572653164132,957
CS2_36,HF8,16,pearson,0.09254173245697465,957
CS2_36,HF8,16,spearman,0.29353250203383163,957
CS2_36,HF1,24,pearson,-0.19289931813777622,949
CS2_36,HF1,24,spearman,-0.4391425232674741,949
CS2_36,HF2,24,pearson,0.12899328905097035,949
CS2_36,HF2,24,spearman,0.3724177802181333,949
CS2_36,HF3,24,pearson,0.09710931017212708,949
CS2_36,HF3,24,spearman,-0.38843250373795635,949
CS2_36,HF4,24,pearson,-0.13173683608861927,949
CS2_36,HF4,24,spearman,-0.2702317091806293,949
CS2_36,HF5,24,pearson,-0.11333945153739851,949
CS2_36,HF5,24,spearman,-0.20796736527897128,949
CS2_36,HF6,24,pearson,-0.04002517405934905,949
CS2_36,HF6,24,spearman,-0.12236060677609464,949
CS2_36,HF7,24,pearson,-0.1930489335111427,949
CS2_36,HF7,24,spearman,-0.4387239790528735,949
CS2_36,HF8,24,pearson,0.13953845587787905,949
CS2_36,HF8,24,spearman,0.40029614200537705,949
CS2_36,HF1,32,pearson,-0.2535062472825275,941
CS2_36,HF1,32,spearman,-0.4879653417619936,941
CS2_36,HF2,32,pearson,0.1833658369649135,941
CS2_36,HF2,32,spearman,0.41802652797154893,941
CS2_36,HF3,32,pearson,0.07567256256114321,941
CS2_36,HF3,32,spearman,-0.43559893884375045,941
CS2_36,HF4,32,pearson,-0.18383980226632948,941
CS2_36,HF4,32,spearman,-0.3314469220051286,941
CS2_36,HF5,32,pearson,-0.164926568124258,941
CS2_36,HF5,32,spearman,-0.25845791843122573,941
CS2_36,HF6,32,pearson,-0.08125985522727745,941
CS2_36,HF6,32,spearman,-0.17897250443328463,941
CS2_36,HF7,32,pearson,-0.2536908219854424,941
CS2_36,HF7,32,spearman,-0.48740808607682856,941
CS2_36,HF8,32,pearson,0.1953689852287977,941
CS2_36,HF8,32,spearman,0.4474190365052511,941
CS2_36,HF1,48,pearson,-0.3803489352808043,925
CS2_36,HF1,48,spearman,-0.6390190410740493,925
CS2_36,HF2,48,pearson,0.2848731744399057,925
CS2_36,HF2,48,spearman,0.5771539935901724,925
CS2_36,HF3,48,pearson,0.045009401894528366,925
CS2_36,HF3,48,spearman,-0.5861056302246728,925
CS2_36,HF4,48,pearson,-0.2784988067154376,925
CS2_36,HF4,48,spearman,-0.4880784375868945,925
CS2_36,HF5,48,pearson,-0.25258568994377495,925
CS2_36,HF5,48,spearman,-0.4234949164936427,925
CS2_36,HF6,48,pearson,-0.13653826194227192,925
CS2_36,HF6,48,spearman,-0.3360634276847912,925
CS2_36,HF7,48,pearson,-0.3804119956329673,925
CS2_36,HF7,48,spearman,-0.6384429011898576,925
CS2_36,HF8,48,pearson,0.29834385311005723,925
CS2_36,HF8,48,spearman,0.6006168481980687,925
CS2_36,HF1,64,pearson,-0.46467411679064174,909
CS2_36,HF1,64,spearman,-0.6806854060172847,909
CS2_36,HF2,64,pearson,0.38746093967381745,909
CS2_36,HF2,64,spearman,0.62244000309419,909
CS2_36,HF3,64,pearson,0.027937984305253613,909
CS2_36,HF3,64,spearman,-0.625428223615962,909
CS2_36,HF4,64,pearson,-0.3171731327044223,909
CS2_36,HF4,64,spearman,-0.5252035922619136,909
CS2_36,HF5,64,pearson,-0.28049233719691274,909
CS2_36,HF5,64,spearman,-0.45694807446953456,909
CS2_36,HF6,64,pearson,-0.17390955157782087,909
CS2_36,HF6,64,spearman,-0.3579529368610553,909
CS2_36,HF7,64,pearson,-0.4649754303028949,909
CS2_36,HF7,64,spearman,-0.6800191663900625,909
CS2_36,HF8,64,pearson,0.4000642523811766,909
CS2_36,HF8,64,spearman,0.6424820108633436,909
CS2_37,HF1,1,pearson,-0.008360648655336894,1037
CS2_37,HF1,1,spearman,-0.1157625574254463,1037
CS2_37,HF2,1,pearson,-0.007834423605296188,1037
CS2_37,HF2,1,spearman,0.0698009912701095,1037
CS2_37,HF3,1,pearson,0.1037068834855156,1037
CS2_37,HF3,1,spearman,-0.1631918951918952,1037
CS2_37,HF4,1,pearson,0.02278389922056202,1037
CS2_37,HF4,1,spearman,0.06917658314158033,1037
CS2_37,HF5,1,pearson,0.017192719311415493,1037
CS2_37,HF5,1,spearman,0.04104593770530082,1037
CS2_37,HF6,1,pearson,0.03416916995993087,1037
CS2_37,HF6,1,spearman,0.07866350176909678,1037
CS2_37,HF7,1,pearson,-0.008361864219080287,1037
CS2_37,HF7,1,spearman,-0.1151031685253411,1037
CS2_37,HF8,1,pearson,-0.005756516373983617,1037
CS2_37,HF8,1,spearman,0.08123410810569455,1037
CS2_37,HF1,4,pearson,-0.044391912149792614,1034
CS2_37,HF1,4,spearman,-0.10936084813150762,1034
CS2_37,HF2,4,pearson,0.030620124113413444,1034
CS2_37,HF2,4,spearman,0.05633204175899443,1034
CS2_37,HF3,4,pearson,0.11521195936237362,1034
CS2_37,HF3,4,spearman,-0.0714081015486233,1034
CS2_37,HF4,4,pearson,0.014998347402945223,1034
CS2_37,HF4,4,spearman,0.021733072593931795,1034
CS2_37,HF5,4,pearson,0.03364966743389379,1034
CS2_37,HF5,4,spearman,0.06950560966363889,1034
CS2_37,HF6,4,pearson,0.046523844508003634,1034
CS2_37,HF6,4,spearman,0.08958005935998771,1034
CS2_37,HF7,4,pearson,-0.044236049763066554,1034
CS2_37,HF7,4,spearman,-0.10844897106388691,1034
CS2_37,HF8,4,pearson,0.03555341461541059,1034
CS2_37,HF8,4,spearman,0.06479461371064958,1034
CS2_37,HF1,8,pearson,-0.0892805978351049,1030
CS2_37,HF1,8,spearman,-0.21599447179620507,1030
CS2_37,HF2,8,pearson,0.027955472393225947,1030
CS2_37,HF2,8,spearman,0.18010239521713609,1030
CS2_37,HF3,8,pearson,0.08043562085898313,1030
CS2_37,HF3,8,spearman,-0.214157876309607,1030
CS2_37,HF4,8,pearson,0.012923073339313036,1030
CS2_37,HF4,8,spearman,0.027933849145654895,1030
CS2_37,HF5,8,pearson,0.014831530408378,1030
CS2_37,HF5,8,spearman,0.05820451535812628,1030
CS2_37,HF6,8,pearson,0.05163796276335801,1030
CS2_37,HF6,8,spearman,0.09115939229877126,1030
CS2_37,HF7,8,pearson,-0.08925405286948895,1030
CS2_37,HF7,8,spearman,-0.2156297413251157,1030
CS2_37,HF8,8,pearson,0.041516586612125414,1030
CS2_37,HF8,8,spearman,0.19182568500219813,1030
CS2_37,HF1,12,pearson,-0.13709321148785117,1026
CS2_37,HF1,12,spearman,-0.2706570103637509,1026
CS2_37,HF2,12,pearson,0.08277861193932304,1026
CS2_37,HF2,12,spearman,0.20072290285911942,1026
CS2_37,HF3,12,pearson,0.06832214519129168,1026
CS2_37,HF3,12,spearman,-0.2375932335806743,1026
CS2_37,HF4,12,pearson,0.0017770761958011902,1026
CS2_37,HF4,12,spearman,-0.019212818919000854,1026
CS2_37,HF5,12,pearson,0.02130003277510631,1026
CS2_37,HF5,12,spearman,0.04620585980399144,1026
CS2_37,HF6,12,pearson,0.057928590209575415,1026
CS2_37,HF6,12,spearman,0.09475794864331312,1026
CS2_37,HF7,12,pearson,-0.13701558472458267,1026
CS2_37,HF7,12,spearman,-0.2694982477355141,1026
CS2_37,HF8,12,pearson,0.09443156716941788,1026
CS2_37,HF8,12,spearman,0.21869510007265114,1026
CS2_37,HF1,16,pearson,-0.18947730007660196,1022
CS2_37,HF1,16,spearman,-0.32187459141735814,1022
CS2_37,HF2,16,pearson,0.1663790238689364,1022
CS2_37,HF2,16,spearman,0.25424353199884037,1022
CS2_37,HF3,16,pearson,0.06382420976954263,1022
CS2_37,HF3,16,spearman,-0.30270339162036,1022
CS2_37,HF4,16,pearson,-0.060592776739805704,1022
CS2_37,HF4,16,spearman,-0.027976374896117345,1022
CS2_37,HF5,16,pearson,-0.024167783189021963,1022
CS2_37,HF5,16,spearman,0.035419385233353265,1022
CS2_37,HF6,16,pearson,0.039690933983804404,1022
CS2_37,HF6,16,spearman,0.0955470046124636,1022
CS2_37,HF7,16,pearson,-0.18945464680861948,1022
CS2_37,HF7,16,spearman,-0.32082189784676746,1022
CS2_37,HF8,16,pearson,0.18656850801577884,1022
CS2_37,HF8,16,spearman,0.2735372249136712,1022
CS2_37,HF1,24,pearson,-0.27991217348642866,1014
CS2_37,HF1,24,spearman,-0.40622240275419497,1014
CS2_37,HF2,24,pearson,0.19118304917409526,1014
CS2_37,HF2,24,spearman,0.3185175383705679,1014
CS2_37,HF3,24,pearson,0.042333047873632734,1014
CS2_37,HF3,24,spearman,-0.37186956697186246,1014
CS2_37,HF4,24,pearson,-0.032279540409814074,1014
CS2_37,HF4,24,spearman,-0.06744166245523062,1014
CS2_37,HF5,24,pearson,-0.013582801765608866,1014
CS2_37,HF5,24,spearman,0.007654971691825421,1014
CS2_37,HF6,24,pearson,0.040162835959943466,1014
CS2_37,HF6,24,spearman,0.0652408496807836,1014
CS2_37,HF7,24,pearson,-0.279840215254925,1014
CS2_37,HF7,24,spearman,-0.4048793821791238,1014
CS2_37,HF8,24,pearson,0.2099423028579044,1014
CS2_37,HF8,24,spearman,0.34085712662307005,1014
CS2_37,HF1,32,pearson,-0.3556942026319259,1006
CS2_37,HF1,32,spearman,-0.46134240178584385,1006
CS2_37,HF2,32,pearson,0.264769623265716,1006
CS2_37,HF2,32,spearman,0.3926638292377734,1006
CS2_37,HF3,32,pearson,0.012019862555733007,1006
CS2_37,HF3,32,spearman,-0.43424661129591763,1006
CS2_37,HF4,32,pearson,-0.04413615861927923,1006
CS2_37,HF4,32,spearman,-0.10132715167761643,1006
CS2_37,HF5,32,pearson,-0.027303125261695867,1006
CS2_37,HF5,32,spearman,-0.019824969055100235,1006
CS2_37,HF6,32,pearson,0.02602318726614255,1006
CS2_37,HF6,32,spearman,0.04713515362598481,1006
CS2_37,HF7,32,pearson,-0.35557586056595286,1006
CS2_37,HF7,32,spearman,-0.4601246047007966,1006
CS2_37,HF8,32,pearson,0.28588237967229835,1006
CS2_37,HF8,32,spearman,0.4153515722902288,1006
CS2_37,HF1,48,pearson,-0.5234304966100775,990
CS2_37,HF1,48,spearman,-0.6022583752759685,990
CS2_37,HF2,48,pearson,0.39745825036678667,990
CS2_37,HF2,48,spearman,0.5560747524078887,990
CS2_37,HF3,48,pearson,-0.034375807155211144,990
CS2_37,HF3,48,spearman,-0.5798913974507025,990
CS2_37,HF4,48,pearson,-0.15188539959243408,990
CS2_37,HF4,48,spearman,-0.22233805240060073,990
CS2_37,HF5,48,pearson,-0.10901221568580256,990
CS2_37,HF5,48,spearman,-0.14728838919911938,990
CS2_37,HF6,48,pearson,-0.021884544230057174,990
CS2_37,HF6,48,spearman,-0.08080692358774888,990
CS2_37,HF7,48,pearson,-0.5227661333418498,990
CS2_37,HF7,48,spearman,-0.6013688198526551,990
CS2_37,HF8,48,pearson,0.4224746272582088,990
CS2_37,HF8,48,spearman,0.5734228637389143,990
CS2_37,HF1,64,pearson,-0.603834226256812,974
CS2_37,HF1,64,spearman,-0.6211423779020071,974
CS2_37,HF2,64,pearson,0.4858007827967844,974
CS2_37,HF2,64,spearman,0.5612452717564458,974
CS2_37,HF3,64,pearson,-0.042369123109057764,974
CS2_37,HF3,64,spearman,-0.5909099374119188,974
CS2_37,HF4,64,pearson,-0.1697040978115033,974
CS2_37,HF4,64,spearman,-0.217526007115051,974
CS2_37,HF5,64,pearson,-0.10258606284638194,974
CS2_37,HF5,64,spearman,-0.13775351014040563,974
CS2_37,HF6,64,pearson,-0.007830068864168203,974
CS2_37,HF6,64,spearman,-0.04805715675866689,974
CS2_37,HF7,64,pearson,-0.6031331496913943,974
CS2_37,HF7,64,spearman,-0.6196754809900064,974
CS2_37,HF8,64,pearson,0.5050610580719066,974
CS2_37,HF8,64,spearman,0.577301628702707,974
CS2_38,HF1,1,pearson,-0.015119704149593292,1027
CS2_38,HF1,1,spearman,-0.10318245488724746,1027
CS2_38,HF2,1,pearson,-0.0034182195120228166,1027
CS2_38,HF2,1,spearman,0.10157805101187956,1027
CS2_38,HF3,1,pearson,0.19744434745904407,1027
CS2_38,HF3,1,spearman,-0.17922851873917173,1027
CS2_38,HF4,1,pearson,-0.10679576874917354,1027
CS2_38,HF4,1,spearman,-0.018703508862087898,1027
CS2_38,HF5,1,pearson,-0.10151303072022344,1027
CS2_38,HF5,1,spearman,-0.03409248234930303,1027
CS2_38,HF6,1,pearson,-0.07001424729540397,1027
CS2_38,HF6,1,spearman,0.033191367628142086,1027
CS2_38,HF7,1,pearson,-0.014947006517817567,1027
CS2_38,HF7,1,spearman,-0.10340167647806796,1027
CS2_38,HF8,1,pearson,-0.0004403076165911939,1027
CS2_38,HF8,1,spearman,0.1104512505889975,1027
CS2_38,HF1,4,pearson,-0.030094459684996494,1024
CS2_38,HF1,4,spearman,-0.08525668728393995,1024
CS2_38,HF2,4,pearson,0.00960466495898999,1024
CS2_38,HF2,4,spearman,0.07014045681492863,1024
CS2_38,HF3,4,pearson,0.1273340550118563,1024
CS2_38,HF3,4,spearman,-0.032390648728101566,1024
CS2_38,HF4,4,pearson,-0.12370571559884667,1024
CS2_38,HF4,4,spearman,0.020597140484659934,1024
CS2_38,HF5,4,pearson,-0.08668042834493733,1024
CS2_38,HF5,4,spearman,0.1187867909681958,1024
CS2_38,HF6,4,pearson,-0.03211997704901739,1024
CS2_38,HF6,4,spearman,0.14895023259399826,1024
CS2_38,HF7,4,pearson,-0.029848663255258583,1024
CS2_38,HF7,4,spearman,-0.0842894876199717,1024
CS2_38,HF8,4,pearson,0.01307740156244093,1024
CS2_38,HF8,4,spearman,0.0806070355476123,1024
CS2_38,HF1,8,pearson,-0.07869563058690618,1020
CS2_38,HF1,8,spearman,-0.22109101774050907,1020
CS2_38,HF2,8,pearson,0.02367334733068236,1020
CS2_38,HF2,8,spearman,0.2319017586215973,1020
CS2_38,HF3,8,pearson,0.13993402475958436,1020
CS2_38,HF3,8,spearman,-0.2170755810657648,1020
CS2_38,HF4,8,pearson,-0.13930530046957154,1020
CS2_38,HF4,8,spearman,-0.02623688155922039,1020
CS2_38,HF5,8,pearson,-0.10486467110869788,1020
CS2_38,HF5,8,spearman,0.019809401519336023,1020
CS2_38,HF6,8,pearson,-0.03704232993557875,1020
CS2_38,HF6,8,spearman,0.07549533582594006,1020
CS2_38,HF7,8,pearson,-0.07847219543076533,1020
CS2_38,HF7,8,spearman,-0.2211559599801822,1020
CS2_38,HF8,8,pearson,0.040154711681537,1020
CS2_38,HF8,8,spearman,0.24476123202789352,1020
CS2_38,HF1,12,pearson,-0.10942192267330283,1016
CS2_38,HF1,12,spearman,-0.25288083233309067,1016
CS2_38,HF2,12,pearson,0.06773316492460138,1016
CS2_38,HF2,12,spearman,0.2320993604087997,1016
CS2_38,HF3,12,pearson,0.11149933956715505,1016
CS2_38,HF3,12,spearman,-0.1983528818695183,1016
CS2_38,HF4,12,pearson,-0.12448876791368199,1016
CS2_38,HF4,12,spearman,-0.014865155076395443,1016
CS2_38,HF5,12,pearson,-0.0828971732556894,1016
CS2_38,HF5,12,spearman,0.09621428049799713,1016
CS2_38,HF6,12,pearson,-0.005931588389068722,1016
CS2_38,HF6,12,spearman,0.17499078318105388,1016
CS2_38,HF7,12,pearson,-0.10901279907511907,1016
CS2_38,HF7,12,spearman,-0.25168791399304097,1016
CS2_38,HF8,12,pearson,0.07442740694640244,1016
CS2_38,HF8,12,spearman,0.24817746678724864,1016
CS2_38,HF1,16,pearson,-0.1488185485952413,1012
CS2_38,HF1,16,spearman,-0.31432851353770047,1012
CS2_38,HF2,16,pearson,0.10131105513828634,1012
CS2_38,HF2,16,spearman,0.2916131413417057,1012
